"BehaviorSpace results (NetLogo 6.2.0)"
"temp.nlogo"
"gender-bias"
"12/14/2021 18:31:00:917 +0530"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","max-influencers","bias-type","total-users","max-connections","[step]","count users with [ color = green and visited = true ] / count turtles with [ visited = true ]","count users with [ visited = true and happy = true ] / count turtles with [ visited = true ]"
"67","15","gender-bias","500","25","2","0.02857142857142857","0.14285714285714285"
"63","15","gender-bias","500","25","7","0.17150395778364116","0.35092348284960423"
"63","15","gender-bias","500","25","8","0.17142857142857143","0.35324675324675325"
"68","15","gender-bias","500","25","2","0.06875","0.10625"
"64","15","gender-bias","500","25","3","0.16954022988505746","0.3160919540229885"
"66","15","gender-bias","500","25","1","0.4716981132075472","0.8301886792452831"
"65","15","gender-bias","500","25","1","0.19753086419753085","0.3950617283950617"
"66","15","gender-bias","500","25","2","0.35874439461883406","0.8161434977578476"
"64","15","gender-bias","500","25","4","0.16711590296495957","0.31266846361185985"
"65","15","gender-bias","500","25","2","0.17679558011049723","0.3756906077348066"
"59","15","gender-bias","500","25","2","0.16793893129770993","0.31297709923664124"
"64","15","gender-bias","500","25","5","0.16710875331564987","0.3156498673740053"
"66","15","gender-bias","500","25","3","0.3808353808353808","0.8206388206388207"
"66","15","gender-bias","500","25","4","0.3935483870967742","0.8236559139784946"
"59","15","gender-bias","500","25","3","0.17857142857142858","0.3622448979591837"
"65","15","gender-bias","500","25","3","0.183206106870229","0.37786259541984735"
"66","15","gender-bias","500","25","5","0.391025641025641","0.8247863247863247"
"64","15","gender-bias","500","25","6","0.1649214659685864","0.31413612565445026"
"59","15","gender-bias","500","25","4","0.17391304347826086","0.3359683794466403"
"65","15","gender-bias","500","25","4","0.16363636363636364","0.35454545454545455"
"65","15","gender-bias","500","25","5","0.1676300578034682","0.3554913294797688"
"59","15","gender-bias","500","25","5","0.18374558303886926","0.3498233215547703"
"59","15","gender-bias","500","25","6","0.17405063291139242","0.370253164556962"
"65","15","gender-bias","500","25","6","0.1634349030470914","0.3545706371191136"
"65","15","gender-bias","500","25","7","0.16298342541436464","0.35359116022099446"
"59","15","gender-bias","500","25","7","0.17701863354037267","0.3695652173913043"
"59","15","gender-bias","500","25","8","0.17901234567901234","0.37037037037037035"
"69","15","gender-bias","500","25","0","0","0"
"59","15","gender-bias","500","25","9","0.17933130699088146","0.3738601823708207"
"59","15","gender-bias","500","25","10","0.1782477341389728","0.3776435045317221"
"69","15","gender-bias","500","25","1","0.12048192771084337","0.2891566265060241"
"69","15","gender-bias","500","25","2","0.060240963855421686","0.14457831325301204"
"70","15","gender-bias","500","25","0","0","0"
"70","15","gender-bias","500","25","1","0.25263157894736843","0.45263157894736844"
"71","15","gender-bias","500","25","0","0","0"
"70","15","gender-bias","500","25","2","0.2026431718061674","0.3656387665198238"
"71","15","gender-bias","500","25","1","0.4157303370786517","0.8089887640449438"
"70","15","gender-bias","500","25","3","0.19063545150501673","0.35451505016722407"
"71","15","gender-bias","500","25","2","0.4084507042253521","0.7394366197183099"
"70","15","gender-bias","500","25","4","0.1933534743202417","0.36253776435045315"
"70","15","gender-bias","500","25","5","0.19653179190751446","0.3786127167630058"
"71","15","gender-bias","500","25","3","0.42857142857142855","0.7880184331797235"
"70","15","gender-bias","500","25","6","0.20113314447592068","0.38526912181303113"
"71","15","gender-bias","500","25","4","0.43073593073593075","0.7943722943722944"
"70","15","gender-bias","500","25","7","0.2028169014084507","0.38591549295774646"
"71","15","gender-bias","500","25","5","0.43103448275862066","0.7931034482758621"
"70","15","gender-bias","500","25","8","0.20224719101123595","0.38764044943820225"
"72","15","gender-bias","500","25","0","0","0"
"72","15","gender-bias","500","25","1","0.28421052631578947","0.5578947368421052"
"74","15","gender-bias","500","25","0","0","0"
"75","15","gender-bias","500","25","0","0","0"
"73","15","gender-bias","500","25","0","0","0"
"74","15","gender-bias","500","25","1","0","0"
"72","15","gender-bias","500","25","2","0.28063241106719367","0.5217391304347826"
"73","15","gender-bias","500","25","1","0.3880597014925373","0.6119402985074627"
"75","15","gender-bias","500","25","1","0","0"
"72","15","gender-bias","500","25","3","0.27114427860696516","0.5323383084577115"
"73","15","gender-bias","500","25","2","0.3306122448979592","0.5510204081632653"
"72","15","gender-bias","500","25","4","0.27802690582959644","0.5336322869955157"
"72","15","gender-bias","500","25","5","0.2857142857142857","0.5406593406593406"
"73","15","gender-bias","500","25","3","0.3137254901960784","0.5514705882352942"
"72","15","gender-bias","500","25","6","0.2844638949671772","0.5382932166301969"
"73","15","gender-bias","500","25","4","0.3054945054945055","0.5626373626373626"
"73","15","gender-bias","500","25","5","0.30434782608695654","0.5630434782608695"
"76","15","gender-bias","500","25","0","0","0"
"76","15","gender-bias","500","25","1","0.1","0.16666666666666666"
"76","15","gender-bias","500","25","2","0.05660377358490566","0.09433962264150944"
"78","15","gender-bias","500","25","0","0","0"
"78","15","gender-bias","500","25","1","0.4069767441860465","0.8023255813953488"
"78","15","gender-bias","500","25","2","0.3649122807017544","0.7719298245614035"
"77","15","gender-bias","500","25","0","0","0"
"78","15","gender-bias","500","25","3","0.36941176470588233","0.7929411764705883"
"78","15","gender-bias","500","25","4","0.36989247311827955","0.7978494623655914"
"78","15","gender-bias","500","25","5","0.3680851063829787","0.7978723404255319"
"78","15","gender-bias","500","25","6","0.3673036093418259","0.7983014861995754"
"77","15","gender-bias","500","25","1","0.15517241379310345","0.29310344827586204"
"77","15","gender-bias","500","25","2","0.11678832116788321","0.2773722627737226"
"77","15","gender-bias","500","25","3","0.09944751381215469","0.2596685082872928"
"77","15","gender-bias","500","25","4","0.109375","0.265625"
"77","15","gender-bias","500","25","5","0.0967741935483871","0.2350230414746544"
"79","15","gender-bias","500","25","0","0","0"
"81","15","gender-bias","500","25","0","0","0"
"79","15","gender-bias","500","25","1","0.4166666666666667","0.7916666666666666"
"81","15","gender-bias","500","25","1","0.07547169811320754","0.22641509433962265"
"81","15","gender-bias","500","25","2","0.05194805194805195","0.15584415584415584"
"79","15","gender-bias","500","25","2","0.4166666666666667","0.7598039215686274"
"79","15","gender-bias","500","25","3","0.40625","0.7620192307692307"
"79","15","gender-bias","500","25","4","0.41014799154334036","0.7822410147991543"
"79","15","gender-bias","500","25","5","0.4161490683229814","0.7867494824016563"
"82","15","gender-bias","500","25","0","0","0"
"79","15","gender-bias","500","25","6","0.4152892561983471","0.7871900826446281"
"84","15","gender-bias","500","25","0","0","0"
"84","15","gender-bias","500","25","1","0.20833333333333334","0.4583333333333333"
"82","15","gender-bias","500","25","1","0.06756756756756757","0.16216216216216217"
"82","15","gender-bias","500","25","2","0.043859649122807015","0.10526315789473684"
"84","15","gender-bias","500","25","2","0.13953488372093023","0.4186046511627907"
"84","15","gender-bias","500","25","3","0.21818181818181817","0.4909090909090909"
"84","15","gender-bias","500","25","4","0.2288135593220339","0.5254237288135594"
"84","15","gender-bias","500","25","5","0.22926829268292684","0.5317073170731708"
"84","15","gender-bias","500","25","6","0.254071661237785","0.5374592833876222"
"85","15","gender-bias","500","25","0","0","0"
"85","15","gender-bias","500","25","1","0.22807017543859648","0.6140350877192983"
"84","15","gender-bias","500","25","7","0.2689295039164491","0.566579634464752"
"85","15","gender-bias","500","25","2","0.2789115646258503","0.564625850340136"
"84","15","gender-bias","500","25","8","0.2783018867924528","0.5660377358490566"
"86","15","gender-bias","500","25","0","0","0"
"84","15","gender-bias","500","25","9","0.2847380410022779","0.5740318906605922"
"84","15","gender-bias","500","25","10","0.2857142857142857","0.5736961451247166"
"85","15","gender-bias","500","25","3","0.32974910394265233","0.6093189964157706"
"86","15","gender-bias","500","25","1","0.3235294117647059","0.7352941176470589"
"85","15","gender-bias","500","25","4","0.31887755102040816","0.6147959183673469"
"86","15","gender-bias","500","25","2","0.28365384615384615","0.6394230769230769"
"85","15","gender-bias","500","25","5","0.31002331002331","0.6130536130536131"
"83","15","gender-bias","500","25","0","0","0"
"85","15","gender-bias","500","25","6","0.3140877598152425","0.6166281755196305"
"86","15","gender-bias","500","25","3","0.2887537993920973","0.6534954407294833"
"85","15","gender-bias","500","25","7","0.31422018348623854","0.6146788990825688"
"83","15","gender-bias","500","25","1","0.26582278481012656","0.620253164556962"
"86","15","gender-bias","500","25","4","0.30279898218829515","0.6590330788804071"
"86","15","gender-bias","500","25","5","0.2995169082125604","0.6570048309178744"
"86","15","gender-bias","500","25","6","0.2973621103117506","0.657074340527578"
"83","15","gender-bias","500","25","2","0.3090909090909091","0.6227272727272727"
"87","15","gender-bias","500","25","0","0","0"
"83","15","gender-bias","500","25","3","0.29945054945054944","0.6126373626373627"
"88","15","gender-bias","500","25","0","0","0"
"83","15","gender-bias","500","25","4","0.30676328502415456","0.6352657004830918"
"83","15","gender-bias","500","25","5","0.308411214953271","0.6355140186915887"
"88","15","gender-bias","500","25","1","0.2716049382716049","0.6049382716049383"
"87","15","gender-bias","500","25","1","0.2761904761904762","0.580952380952381"
"80","15","gender-bias","500","25","0","0","0"
"89","15","gender-bias","500","25","0","0","0"
"88","15","gender-bias","500","25","2","0.22897196261682243","0.5467289719626168"
"80","15","gender-bias","500","25","1","0.4090909090909091","0.7727272727272727"
"89","15","gender-bias","500","25","1","0.24324324324324326","0.6081081081081081"
"87","15","gender-bias","500","25","2","0.22661870503597123","0.5215827338129496"
"88","15","gender-bias","500","25","3","0.2746268656716418","0.5701492537313433"
"87","15","gender-bias","500","25","3","0.24258760107816713","0.5309973045822103"
"89","15","gender-bias","500","25","2","0.22167487684729065","0.5320197044334976"
"88","15","gender-bias","500","25","4","0.28211009174311924","0.6032110091743119"
"88","15","gender-bias","500","25","5","0.2813186813186813","0.6021978021978022"
"87","15","gender-bias","500","25","4","0.25355450236966826","0.542654028436019"
"88","15","gender-bias","500","25","6","0.279826464208243","0.6052060737527115"
"89","15","gender-bias","500","25","3","0.23270440251572327","0.5471698113207547"
"80","15","gender-bias","500","25","2","0.4092664092664093","0.7992277992277992"
"87","15","gender-bias","500","25","5","0.2585034013605442","0.54421768707483"
"89","15","gender-bias","500","25","4","0.2422680412371134","0.5489690721649485"
"87","15","gender-bias","500","25","6","0.25892857142857145","0.546875"
"89","15","gender-bias","500","25","5","0.24019607843137256","0.5514705882352942"
"89","15","gender-bias","500","25","6","0.24029126213592233","0.5509708737864077"
"90","15","gender-bias","500","25","0","0","0"
"90","15","gender-bias","500","25","1","0.17543859649122806","0.543859649122807"
"90","15","gender-bias","500","25","2","0.2589928057553957","0.5611510791366906"
"91","15","gender-bias","500","25","0","0","0"
"90","15","gender-bias","500","25","3","0.27986348122866894","0.5597269624573379"
"91","15","gender-bias","500","25","1","0.3050847457627119","0.8813559322033898"
"90","15","gender-bias","500","25","4","0.3142857142857143","0.5880952380952381"
"91","15","gender-bias","500","25","2","0.29444444444444445","0.7777777777777778"
"90","15","gender-bias","500","25","5","0.31291028446389496","0.6105032822757112"
"91","15","gender-bias","500","25","3","0.3395061728395062","0.7746913580246914"
"90","15","gender-bias","500","25","6","0.3174946004319654","0.6155507559395248"
"90","15","gender-bias","500","25","7","0.3161290322580645","0.6150537634408603"
"92","15","gender-bias","500","25","0","0","0"
"91","15","gender-bias","500","25","4","0.3586698337292161","0.8004750593824228"
"92","15","gender-bias","500","25","1","0.21359223300970873","0.5922330097087378"
"91","15","gender-bias","500","25","5","0.36644591611479027","0.8079470198675497"
"80","15","gender-bias","500","25","3","0.42725173210161665","0.8267898383371824"
"91","15","gender-bias","500","25","6","0.36542669584245074","0.8074398249452954"
"80","15","gender-bias","500","25","4","0.42127659574468085","0.8276595744680851"
"91","15","gender-bias","500","25","7","0.3660130718954248","0.8082788671023965"
"92","15","gender-bias","500","25","2","0.2548262548262548","0.5791505791505791"
"80","15","gender-bias","500","25","5","0.4216101694915254","0.826271186440678"
"92","15","gender-bias","500","25","3","0.2776349614395887","0.5886889460154242"
"92","15","gender-bias","500","25","4","0.2825112107623318","0.6031390134529148"
"92","15","gender-bias","500","25","5","0.28665207877461707","0.6083150984682714"
"93","15","gender-bias","500","25","0","0","0"
"92","15","gender-bias","500","25","6","0.2885032537960954","0.6117136659436009"
"93","15","gender-bias","500","25","1","0.1","0.1625"
"93","15","gender-bias","500","25","2","0.058823529411764705","0.09558823529411764"
"94","15","gender-bias","500","25","0","0","0"
"94","15","gender-bias","500","25","1","0.04878048780487805","0.15853658536585366"
"94","15","gender-bias","500","25","2","0.030534351145038167","0.09923664122137404"
"97","15","gender-bias","500","25","0","0","0"
"95","15","gender-bias","500","25","0","0","0"
"97","15","gender-bias","500","25","1","0.2647058823529412","0.6176470588235294"
"95","15","gender-bias","500","25","1","0","0"
"97","15","gender-bias","500","25","2","0.2549019607843137","0.5392156862745098"
"96","15","gender-bias","500","25","0","0","0"
"97","15","gender-bias","500","25","3","0.2832618025751073","0.5493562231759657"
"96","15","gender-bias","500","25","1","0.49122807017543857","0.8245614035087719"
"98","15","gender-bias","500","25","0","0","0"
"97","15","gender-bias","500","25","4","0.29545454545454547","0.5482954545454546"
"98","15","gender-bias","500","25","1","0","0"
"97","15","gender-bias","500","25","5","0.29949238578680204","0.5736040609137056"
"96","15","gender-bias","500","25","2","0.41739130434782606","0.7739130434782608"
"97","15","gender-bias","500","25","6","0.30198019801980197","0.5767326732673267"
"97","15","gender-bias","500","25","7","0.3073170731707317","0.5804878048780487"
"97","15","gender-bias","500","25","8","0.30656934306569344","0.5790754257907542"
"96","15","gender-bias","500","25","3","0.3955773955773956","0.7886977886977887"
"100","15","gender-bias","500","25","0","0","0"
"96","15","gender-bias","500","25","4","0.4074074074074074","0.803921568627451"
"96","15","gender-bias","500","25","5","0.4021505376344086","0.8021505376344086"
"100","15","gender-bias","500","25","1","0.16176470588235295","0.4117647058823529"
"100","15","gender-bias","500","25","2","0.14084507042253522","0.30985915492957744"
"100","15","gender-bias","500","25","3","0.13043478260869565","0.32367149758454106"
"100","15","gender-bias","500","25","4","0.14901960784313725","0.3333333333333333"
"100","15","gender-bias","500","25","5","0.14666666666666667","0.33"
"100","15","gender-bias","500","25","6","0.140625","0.325"
"100","15","gender-bias","500","25","7","0.14153846153846153","0.3230769230769231"
"100","15","gender-bias","500","25","8","0.14329268292682926","0.32621951219512196"
"100","15","gender-bias","500","25","9","0.1419939577039275","0.32628398791540786"
"99","15","gender-bias","500","25","0","0","0"
"99","15","gender-bias","500","25","1","0.0875","0.1875"
"99","15","gender-bias","500","25","2","0.05384615384615385","0.11538461538461539"
