"BehaviorSpace results (NetLogo 6.2.0)"
"temp.nlogo"
"influencer-bias"
"12/14/2021 18:44:29:215 +0530"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","max-influencers","bias-type","total-users","max-connections","[step]","count users with [ color = green and visited = true ] / count turtles with [ visited = true ]","count users with [ visited = true and happy = true ] / count turtles with [ visited = true ]"
"81","15","influencer-bias","500","25","6","0.42947368421052634","0.5684210526315789"
"80","15","influencer-bias","500","25","3","0.4807692307692308","0.6009615384615384"
"80","15","influencer-bias","500","25","4","0.5010351966873706","0.6314699792960663"
"80","15","influencer-bias","500","25","5","0.505091649694501","0.6334012219959266"
"84","15","influencer-bias","500","25","0","0","0"
"84","15","influencer-bias","500","25","1","0.1827956989247312","0.1827956989247312"
"84","15","influencer-bias","500","25","2","0.08585858585858586","0.08585858585858586"
"82","15","influencer-bias","500","25","0","0","0"
"82","15","influencer-bias","500","25","1","0.23376623376623376","0.23376623376623376"
"86","15","influencer-bias","500","25","0","0","0"
"86","15","influencer-bias","500","25","1","0.17567567567567569","0.17567567567567569"
"82","15","influencer-bias","500","25","2","0.0989010989010989","0.0989010989010989"
"85","15","influencer-bias","500","25","0","0","0"
"85","15","influencer-bias","500","25","1","0","0"
"86","15","influencer-bias","500","25","2","0.07514450867052024","0.07514450867052024"
"88","15","influencer-bias","500","25","0","0","0"
"87","15","influencer-bias","500","25","0","0","0"
"88","15","influencer-bias","500","25","1","0.8028169014084507","0.8028169014084507"
"89","15","influencer-bias","500","25","0","0","0"
"87","15","influencer-bias","500","25","1","0.5555555555555556","0.5555555555555556"
"89","15","influencer-bias","500","25","1","0","0"
"87","15","influencer-bias","500","25","2","0.42857142857142855","0.5320197044334976"
"90","15","influencer-bias","500","25","0","0","0"
"87","15","influencer-bias","500","25","3","0.41204819277108434","0.5301204819277109"
"87","15","influencer-bias","500","25","4","0.4200426439232409","0.5437100213219617"
"87","15","influencer-bias","500","25","5","0.42071881606765327","0.5433403805496829"
"88","15","influencer-bias","500","25","2","0.6317280453257791","0.7705382436260623"
"88","15","influencer-bias","500","25","3","0.6359918200408998","0.7811860940695297"
"88","15","influencer-bias","500","25","4","0.636734693877551","0.7816326530612245"
"91","15","influencer-bias","500","25","0","0","0"
"90","15","influencer-bias","500","25","1","0","0"
"91","15","influencer-bias","500","25","1","0.6351351351351351","0.6351351351351351"
"91","15","influencer-bias","500","25","2","0.4604105571847507","0.5542521994134897"
"91","15","influencer-bias","500","25","3","0.474468085106383","0.597872340425532"
"91","15","influencer-bias","500","25","4","0.474120082815735","0.6045548654244306"
"91","15","influencer-bias","500","25","5","0.47520661157024796","0.6053719008264463"
"93","15","influencer-bias","500","25","0","0","0"
"93","15","influencer-bias","500","25","1","0.2","0.2"
"93","15","influencer-bias","500","25","2","0.07874015748031496","0.07874015748031496"
"95","15","influencer-bias","500","25","0","0","0"
"95","15","influencer-bias","500","25","1","0","0"
"94","15","influencer-bias","500","25","0","0","0"
"94","15","influencer-bias","500","25","1","0.6545454545454545","0.6545454545454545"
"97","15","influencer-bias","500","25","0","0","0"
"97","15","influencer-bias","500","25","1","0.2727272727272727","0.2727272727272727"
"94","15","influencer-bias","500","25","2","0.5269230769230769","0.6"
"92","15","influencer-bias","500","25","0","0","0"
"97","15","influencer-bias","500","25","2","0.10909090909090909","0.10909090909090909"
"94","15","influencer-bias","500","25","3","0.5472972972972973","0.6531531531531531"
"98","15","influencer-bias","500","25","0","0","0"
"94","15","influencer-bias","500","25","4","0.5483193277310925","0.6596638655462185"
"92","15","influencer-bias","500","25","1","0.5051546391752577","0.5051546391752577"
"98","15","influencer-bias","500","25","1","0.7821782178217822","0.7821782178217822"
"94","15","influencer-bias","500","25","5","0.5488565488565489","0.659043659043659"
"96","15","influencer-bias","500","25","0","0","0"
"92","15","influencer-bias","500","25","2","0.43465045592705165","0.5197568389057751"
"96","15","influencer-bias","500","25","1","0.8055555555555556","0.8055555555555556"
"98","15","influencer-bias","500","25","2","0.6624685138539043","0.783375314861461"
"92","15","influencer-bias","500","25","3","0.4396551724137931","0.540948275862069"
"96","15","influencer-bias","500","25","2","0.6425531914893617","0.7914893617021277"
"98","15","influencer-bias","500","25","3","0.6490872210953347","0.7870182555780934"
"92","15","influencer-bias","500","25","4","0.44676409185803756","0.5469728601252609"
"98","15","influencer-bias","500","25","4","0.6505050505050505","0.7878787878787878"
"92","15","influencer-bias","500","25","5","0.446985446985447","0.5488565488565489"
"96","15","influencer-bias","500","25","3","0.6261061946902655","0.7920353982300885"
"96","15","influencer-bias","500","25","4","0.6231578947368421","0.8"
"99","15","influencer-bias","500","25","0","0","0"
"99","15","influencer-bias","500","25","1","0.5915492957746479","0.5915492957746479"
"99","15","influencer-bias","500","25","2","0.4336569579288026","0.5663430420711975"
"100","15","influencer-bias","500","25","0","0","0"
"99","15","influencer-bias","500","25","3","0.4596949891067538","0.599128540305011"
"99","15","influencer-bias","500","25","4","0.4677754677754678","0.6029106029106029"
"100","15","influencer-bias","500","25","1","0.6557377049180327","0.6557377049180327"
"99","15","influencer-bias","500","25","5","0.4699792960662526","0.6045548654244306"
"100","15","influencer-bias","500","25","2","0.49264705882352944","0.6029411764705882"
"100","15","influencer-bias","500","25","3","0.5023584905660378","0.6367924528301887"
"100","15","influencer-bias","500","25","4","0.49464668094218417","0.6338329764453962"
"100","15","influencer-bias","500","25","5","0.4936440677966102","0.6313559322033898"
